location,title,date,url,excerpt,source,keywords,is_theft_related,is_business_related
Other,"UPDATE: Germantown, TN- 3 arrests made in attempted smash-and-grab at Germantown jewelry store, police say",,https://jewelerssecurity.org/update-germantown-tn-3-arrests-made-in-attempted-smash-and-grab-at-germantown-jewelry-store-police-say/,"GERMANTOWN, Tenn. – Three people have been arrested after the Germantown jewelry store robbery Monday, police said.",Jewelers Security Alliance,"robbery,smash-and-grab,jewelry",True,True
Other,"Ocala, Florida- Man Indicted For Double Robbery",,https://jewelerssecurity.org/ocala-florida-man-indicted-for-double-robbery/,"Ocala, FL – United States Attorney Roger B. Handberg announces the return of an indictment charging Danny Anzardo (45, Ocala)...",Jewelers Security Alliance,robbery,True,False
Other,"JEFFERSONVILLE, OHIO- GRAB AND RUN.",,https://jewelerssecurity.org/jeffersonville-ohio-grab-and-run/,"On December 3, 2024, A Grab and Run theft occurred from a jewelry store totaling $9,999.98. According to Management, a...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,"Bergen County, NJ- Failed Jewelry Store Burglars Lead Northvale Foot Pursuit, Police Say.",,https://jewelerssecurity.org/bergen-county-nj-failed-jewelry-store-burglars-lead-northvale-foot-pursuit-police-say/,"Bergen County, NJ – Two Ohio men were ARRESTED late Tuesday night, Dec. 10, after they tried to rob a...",Jewelers Security Alliance,"rob,jewelry",True,True
Other,"Queens, NY- robbers steal $500K in jewelry but get caught by tracking device.",,https://jewelerssecurity.org/queens-ny-robbers-steal-500k-in-jewelry-but-get-caught-by-tracking-device/,"Queens, NY- Three thieves attacked a man in a strong-arm robbery that netted $500,000 in jewelry, only for an Apple...",Jewelers Security Alliance,"steal,robbery,jewelry",True,True
Other,"Westport, CT- Case closed: How cops cracked downtown smash-and-grab burglary.",,https://jewelerssecurity.org/westport-vt-case-closed-how-cops-cracked-downtown-smash-and-grab-burglary/,"WESTPORT, CT — They were the types of caught-on-camera crimes that shock and frighten, even when viewed on TV or...",Jewelers Security Alliance,"burglary,smash-and-grab",True,False
Other,"Massapequa, NY- Masked men seen running out of Massapequa jewelry store and sped off after suspected smash and grab robbery.",,https://jewelerssecurity.org/massapequa-ny-masked-men-seen-running-out-of-massapequa-jewelry-store-and-sped-off-after-suspected-smash-and-grab-robbery/,There was a heavy police presence Friday evening outside a Massapequa jewelry store.,Jewelers Security Alliance,"robbery,smash and grab,jewelry",True,True
Other,"Jackson Heights, NY- Police investigating smash-and-grab robbery at jewelry store.",,https://jewelerssecurity.org/jackson-heights-ny-police-investigating-smash-and-grab-robbery-at-jewelry-store/,"JACKSON HEIGHTS, Queens (WABC) — Police are investigating a smash-and-grab robbery at a jewelry store in Queens.",Jewelers Security Alliance,"robbery,smash-and-grab,jewelry",True,True
Other,"Coos Bay, OR- Jewelry store burglary suspect indicted by grand jury.",,https://jewelerssecurity.org/coos-bay-or-jewelry-store-burglary-suspect-indicted-by-grand-jury/,"COOS BAY, Ore. – A 42-year-old Coos Bay man has been indicted on charges related to the burglary of a...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,"Charleston, SC- Police investigate West Ashley Jewelry store robbery.",,https://jewelerssecurity.org/charleston-sc-police-investigate-west-ashley-jewelry-store-robbery/,"Charleston, SC– December 03, 2024, WCSC 5 News is reporting an armed robbery at a Jewelry store located in the...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Woodburn, OR- GRAB AND RUN.",,https://jewelerssecurity.org/woodburn-or-grab-and-run/,"Woodburn, Oregon: On December 02, 2024, it was reported that a grab and run incident occurred at a Jewelry Store....",Jewelers Security Alliance,jewelry,True,True
Other,"Noblesville, IN- GRAB AND RUN",,https://jewelerssecurity.org/noblesville-in-grab-and-run/,"Noblesville, Indiana– On December 02, 2024, at the Hamilton Town Center, located in Noblesville, Indiana, a lone suspect entered the...",Jewelers Security Alliance,,False,False
Other,"Little Rock, AR- GRAB AND RUN.",,https://jewelerssecurity.org/little-rock-ar-grab-and-run/,"Little Rock, AR– On November 26, 2024, at the Outlets of Little Rock, a single gold curb link chain, valued...",Jewelers Security Alliance,gold,True,False
Other,"SOMERVILLE, MA- GRAB AND RUN",,https://jewelerssecurity.org/somerville-ma-grab-and-run/,"Somerville, MA– On 11/22/2024, a lone male suspect entered a jewelry store. The suspect walked to the diamond solitaire showcase...",Jewelers Security Alliance,"jewelry,diamond",True,True
Other,"Daytona Beach, Florida- Man pleads guilty to shooting, killing jewelry store owner.",,https://jewelerssecurity.org/daytona-beach-florida-man-pleads-guilty-to-shooting-killing-jewelry-store-owner/,"DAYTONA BEACH, Fla. – The man who shot and killed a beloved jewelry store owner in Daytona Beach learned he...",Jewelers Security Alliance,jewelry,True,True
Other,"Aventura, Florida- Suspect ARRESTED after committing grab and run theft from jewelry store.",,https://jewelerssecurity.org/aventura-florida-suspect-arrested-after-committing-grab-and-run-theft-from-jewelry-store/,"Aventura, Florida– On November 25, 2024, A suspect asked to see gold chains and the employee, after using a tablet...",Jewelers Security Alliance,"theft,jewelry,gold",True,True
Other,"Aspen, Co- Authorities link burglary to South American crime ring. UPDATE: Suspects arrested.",,https://jewelerssecurity.org/aspen-co-authorities-link-burglary-to-south-american-crime-ring-update-suspects-arrested/,"Aspen, Colorado– The downtown burglary of an upscale Aspen retailer had similar traits to break-ins that have been carried out...",Jewelers Security Alliance,"burglary,ring",True,True
Other,"GRAB AND RUN- North ATTLEBURY, MA",,https://jewelerssecurity.org/grab-and-run-north-attlebury-ma/,"North Attleboro, MA – On 11/17/2024, a lone male suspect entered the store and requested to look at men’s fashion...",Jewelers Security Alliance,,False,True
Other,"KENSINGTON, MD- Police investigating burglary at Kensington jewelry store.",,https://jewelerssecurity.org/kensington-md-police-investigating-burglary-at-kensington-jewelry-store/,"KENSINGTON, Md. Police in Montgomery County are investigating after suspects stole items from a Kensington jewelry store overnight Friday.",Jewelers Security Alliance,"stole,burglary,jewelry",True,True
Other,"DORAL, FL- Police: Video shows man swipe $42K gold chain from Doral Macy’s.",,https://jewelerssecurity.org/doral-fl-police-video-shows-man-swipe-42k-gold-chain-from-doral-macys/,"DORAL, Fla. – November 13, 2024- A man is facing charges after police said he was caught on camera swiping...",Jewelers Security Alliance,gold,True,False
Other,"Nassau County, NY- Officials call for change to New York bail laws after burglary suspects go on the run.",,https://jewelerssecurity.org/nassau-county-ny-officials-call-for-change-to-new-york-bail-laws-after-burglary-suspects-go-on-the-run/,"NASSAU COUNTY, Long Island (WABC) — Authorities on Long Island are calling for a change to New York’s bail laws...",Jewelers Security Alliance,burglary,True,False
Other,"Aspen, Colorado- Four men arrested for Aspen jewelry store burglary",,https://jewelerssecurity.org/aspen-colorado-four-men-arrested-for-aspen-jewelry-store-burglary/,"Aspen, Colorado- November 12, 2024- Multiple suspects allegedly tunneled through the wall of the Forré Fine Art gallery to the...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,Breaking: Nationwide Search In Armed Maywood Jewelry Store Heist Ends With Four In Custody,,https://jewelerssecurity.org/breaking-nationwide-search-in-armed-maywood-jewelry-store-heist-ends-with-four-in-custody/,"Maywood, NJ – November 1, 2024 – A nationwide search for the men who held up a Maywood jewelry store...",Jewelers Security Alliance,jewelry,True,True
Other,"GRAB AND RUN- Lynnwood, WA.",,https://jewelerssecurity.org/grab-and-run-lynnwood-wa-2/,"Lynnwood, WA– On November 11, 2024, a jewelry store at the Alderwood Mall had a grab and run theft by...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,Jeweler Murdered During Home Invasion,,https://jewelerssecurity.org/jeweler-murdered-in-home-1-suspect-arrested-another-still-at-large/,,Jewelers Security Alliance,jeweler,True,True
Other,"New York, NY- D.A. Bragg: Alex Borders Indicted For Using Fake Diamond Company To Steal $300K In Jewelry, Magazine Ads; $3K In Worker’s Wages",,https://jewelerssecurity.org/new-york-ny-d-a-bragg-alex-borders-indicted-for-using-fake-diamond-company-to-steal-300k-in-jewelry-magazine-ads-3k-in-workers-wages/,"New York, NY- Manhattan District Attorney Alvin L. Bragg Jr. today announced the indictment of ALEX BORDERS a/k/a ALEX HOLLINGER,...",Jewelers Security Alliance,"steal,jewelry,diamond",True,True
Other,"GRAB AND RUN – Oklahoma City, OK.",,https://jewelerssecurity.org/oklahoma-city-ok-suspect-sought-in-theft-of-jewelry-during-grab-and-run-at-penn-square-mall/,"Oklahoma City, OK- A lone male suspect entered the store and asked to see men’s rings, then gravitated to the...",Jewelers Security Alliance,,False,True
Other,"Ocala, Florida man arrested for armed burglary of jewelry store.",,https://jewelerssecurity.org/ocala-florida-man-arrested-for-armed-burglary-of-jewelry-store/,"OCALA, Fla. (WCJB) – A man is behind bars after he was arrested for robbing a jewelry store located at...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,"Denver, Colorado- FBI arrests man in robbery of Centennial jewelry store and Grand Junction bank.",,https://jewelerssecurity.org/denver-colorado-fbi-arrests-man-in-robbery-of-centennial-jewelry-store-and-grand-junction-bank/,DENVER (KDVR) — A 22-year-old man was arrested in connection to an armed robbery of a jewelry store in Centennial...,Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Willimantic, CT man arrested when positive DNA hit connects him to jewelry store burglary.",,https://jewelerssecurity.org/willimantic-ct-man-arrested-when-positive-dna-hit-connects-him-to-jewelry-store-burglary/,"Willimantic, CT- October 5, 2024 – Kwitzpatrick Duffany was arrested for a rooftop burglary of a Jewelry store. A utility...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,Four armed subjects in masks wanted for robbery,,https://jewelerssecurity.org/four-armed-subjects-in-masks-wanted-for-robbery/,"BALLWIN, Mo. — September 15, 2024 – Startling new surveillance footage shows an armed robbery at a Winchester jewelry store....",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Chicago Ridge man arrested for armed robbery at Bridgeview jewelry stores.,,https://jewelerssecurity.org/chicago-ridge-man-arrested-for-armed-robbery-at-bridgeview-jewelry-stores/,"BRIDGEVIEW, Ill. – September 20, 2024 – A man was arrested Friday morning for robbing two Bridgeview jewelry stores.",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Jewelry store worker fires shots at subjects during armed robbery,,https://jewelerssecurity.org/jewelry-store-worker-fires-shots-at-suspects-during-armed-robbery/,,Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Washington, DC- Thief tunnels into DC liquor and jewelry store, making off with more than $100K in merchandise.",,https://jewelerssecurity.org/washington-dc-thief-tunnels-into-dc-liquor-and-jewelry-store-making-off-with-more-than-100k-in-merchandise/,"WASHINGTON, DC – August 21, 2024 – An Adams Morgan business owner found a massive mess and more than $100,000...",Jewelers Security Alliance,jewelry,True,True
Other,Mall kiosk burglarized overnight; jewelry stolen according to police,,https://jewelerssecurity.org/mall-kiosk-burglarized-overnight-jewelry-stolen-according-to-police/,"LANSING, Mich. (WILX) – August 13, 2024 – Eaton County Sheriff’s Office confirmed a robbery took place at the Lansing...",Jewelers Security Alliance,"stolen,robbery,jewelry",True,True
Other,Suspect Indicted in July Murder of Florida Jeweler,,https://jewelerssecurity.org/suspect-indicted-in-july-murder-of-florida-jeweler/,"New York, NY – On August 13th, 2024, Lenore Fedow of National Jeweler published an article about 83-year-old John Craiger,...",Jewelers Security Alliance,jeweler,True,True
Other,"Daytona Beach, Florida- Subjects sought in Grab and Run Theft from Tanger Outlets.",,https://jewelerssecurity.org/daytona-beach-florida-subjects-sought-in-grab-and-run-theft-from-tanger-outlets/,,Jewelers Security Alliance,theft,True,False
Other,Subjects sought in brazen burglary using scooter inside mall,,https://jewelerssecurity.org/subjects-sought-in-brazen-burglary-using-scooter-inside-mall/,,Jewelers Security Alliance,burglary,True,True
Other,Subjects sought in grab and run theft of ring from jewlery store.,,https://jewelerssecurity.org/subjects-sought-in-grab-and-run-theft-of-ring-from-jewlery-store/,"Oklahoma City, OK – On June 24, 2024, at 11:20 a.m., a male and female entered a jewelry store and...",Jewelers Security Alliance,"theft,jewelry,ring",True,True
Other,Police search for subject after diamonds stolen from St. George jewelry store.,,https://jewelerssecurity.org/police-search-for-subject-after-diamonds-stolen-from-st-george-jewelry-store/,"St. George, Utah – April 29, 2024 – A theft at a jewelry store brought police officers to a...",Jewelers Security Alliance,"theft,stolen,jewelry",True,True
Other,"Athens, Greece- ‘Pink Panthers’ Gang Members Arrested for Athens Jewellery Store Break-Ins.",,https://jewelerssecurity.org/athens-greece-pink-panthers-gang-members-arrested-for-athens-jewellery-store-break-ins/,"Athens – April 26, 2024 – Two Serbian nationals, aged 50 and 53, suspected members of the notorious ‘Pink Panthers’...",Jewelers Security Alliance,,False,True
Other,Alleged Hatchet Wielding Man Indicted for Multiple Federal Crimes,,https://jewelerssecurity.org/alleged-hatchet-wielding-man-indicted-for-multiple-federal-crimes/,"Salt Lake City, Utah �” April 24, 2024 – A federal grand jury in Salt Lake City returned an indictment...",Jewelers Security Alliance,,False,False
Other,Smash-and-grab burglary reported at jewelry store in Rocky Hill,,https://jewelerssecurity.org/smash-and-grab-burglary-reported-at-jewelry-store-in-rocky-hill/,"ROCKY HILL, CT (WFSB) – April 24, 2024 – A jewelry store in Rocky Hill was the latest victim of...",Jewelers Security Alliance,"burglary,smash-and-grab,jewelry",True,True
Other,"Aukland, New Zealand- Police say officers will continue to be “out in force” at Auckland shopping malls after several jewelry stores were hit by thieves over the last two weeks.",,https://jewelerssecurity.org/aukland-new-zealand-police-say-officers-will-continue-to-be-out-in-force-at-auckland-shopping-malls-after-several-jewelry-stores-were-hit-by-thieves-over-the-last-two-weeks/,"Aukland, New Zealand- Officers are investigating a series of incidents across the city over the last three weeks, which have...",Jewelers Security Alliance,jewelry,True,True
Other,"$80K Worth Of Jewelry Stolen From Langley Park Shop, Suspect Sought: PGPD",,https://jewelerssecurity.org/80k-worth-of-jewelry-stolen-from-langley-park-shop-suspect-sought-pgpd/,"LANGLEY PARK, MD – April 19, 2024 – Detectives continue to search for an armed robbery suspect who they say...",Jewelers Security Alliance,"stolen,robbery,jewelry",True,True
Other,"NYPD: Around $62,000 worth of jewelry stolen from 2 Williamsburg stores in separate incidents",,https://jewelerssecurity.org/nypd-around-62000-worth-of-jewelry-stolen-from-2-williamsburg-stores-in-separate-incidents/,"Brooklyn, NY – April 17, 2024 – Jewelers in Williamsburg are on high alert Wednesday after two stores were burglarized...",Jewelers Security Alliance,"stolen,jewelry,jewelers",True,True
Other,"Williamsburg, NY jewelry store theft caught on camera",,https://jewelerssecurity.org/williamsburg-ny-jewelry-store-theft-caught-on-camera/,"Brooklyn, NY- April 10, 2024 – Police are investigating a robbery that took place in Williamsburg in broad daylight.",Jewelers Security Alliance,"theft,robbery,jewelry",True,True
Other,"Brooklyn, NY- 2 men arrested, accused in Fordham jewelry store armed robbery",,https://jewelerssecurity.org/brooklyn-ny-2-men-arrested-accused-in-fordham-jewelry-store-armed-robbery/,"Brooklyn, NY- April 14, 2024 – Two suspects wanted for stealing over $100,000 worth of jewelry during an armed robbery...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Man arrested for stealing from a jewelry store.,,https://jewelerssecurity.org/man-arrested-for-stealing-from-a-jewelry-store/,"CHARLES COUNTY, Md. – April 4, 2024 – Police arrested a Maryland man for allegedly stealing from a jewelry store...",Jewelers Security Alliance,jewelry,True,True
Other,"Guam, U.S. Island Territory- Car rental leads Guam Police Department to jewel theft suspect",,https://jewelerssecurity.org/guam-u-s-island-territory-car-rental-leads-guam-police-department-to-jewel-theft-suspect/,"April 7, 2024 – In the U.S. Island Territory of Guam, a man who allegedly walked out of a jewelry...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,U.S. Virgin Islands- Arrest Made in 2023 St. John Jewelry Store Shooting and Robbery,,https://jewelerssecurity.org/u-s-virgin-islands-arrest-made-in-2023-st-john-jewelry-store-shooting-and-robbery/,"St. John, U.S. Virgin Islands – April 7, 2024 – A man has been arrested in connection with a robbery...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,WANTED: warrants issued for suspects in Fort Smith jewelry store robbery,,https://jewelerssecurity.org/wanted-warrants-issued-for-suspects-in-fort-smith-jewelry-store-robbery/,"FORT SMITH, ARKANSAS – April 1, 2024 – Police have identified three suspects in connection with a jewelry store robbery...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Search warrant: 8 jewelry, fragrance cases smashed in jewelry heist",,https://jewelerssecurity.org/search-warrant-8-jewelry-fragrance-cases-smashed-in-jewelry-heist/,"WAUWATOSA, Wis. � April 1, 2024 – A search warrant obtained by 12 News is shedding new light on a...",Jewelers Security Alliance,jewelry,True,True
Other,Hours-long standoff in Birmingham ends with 2 in custody for jewelry store robbery.,,https://jewelerssecurity.org/hours-long-standoff-in-birmingham-ends-with-2-in-custody-for-jewelry-store-robbery/,,Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"$1 million stolen from South New Jersey jewelry store in elaborate heist, police say.",,https://jewelerssecurity.org/1-million-stolen-from-south-new-jersey-jewelry-store-in-elaborate-heist-police-say/,"Toms River, New Jersey – March 29, 2024 – Police are investigating after $1 million worth of jewelry was stolen...",Jewelers Security Alliance,"stolen,jewelry",True,True
Other,ATF Federal Agents eyeing Staten Islander with flashy earrings in stickup at Brooklyn jewelry store.,,https://jewelerssecurity.org/atf-federal-agents-eyeing-staten-islander-with-flashy-earrings-in-stickup-at-brooklyn-jewelry-store/,"STATEN ISLAND, N.Y. � March 26, 2024 – Federal authorities say they tracked an ex-con from his home on...",Jewelers Security Alliance,jewelry,True,True
Other,Police looking for three subjects involved in jewelry store robbery,,https://jewelerssecurity.org/police-looking-for-three-suspects-involved-in-jewelry-store-robbery/,,Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Bridgeport, CT- 2 arrests made, 3rd on the way, following violent robbery of Bridgeport jewelry store.",,https://jewelerssecurity.org/bridgeport-ct-2-arrests-made-3rd-on-the-way-following-violent-robbery-of-bridgeport-jewelry-store/,"BRIDGEPORT, CT (WFSB) – When it�s all said and done, Bridgeport police expect to have three people in custody for...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Man arrested who was wanted on multiple warrants also robbed jewelry store and teen,,https://jewelerssecurity.org/man-arrested-who-was-wanted-on-multiple-warrants-also-robbed-jewelry-store-and-teen/,"LINCOLN, Neb.- March 14, 2024 – Lincoln Police are hopeful that two robberies have been solved after arresting a man...",Jewelers Security Alliance,"robberies,robbed,jewelry",True,True
Other,New video shows dramatic moments of attempted armed robbery inside Myrtle Beach jewelry store,,https://jewelerssecurity.org/new-video-shows-dramatic-moments-of-attempted-armed-robbery-inside-myrtle-beach-jewelry-store/,"MYRTLE BEACH, S.C. – March 8, 2024 – New surveillance video obtained by News13 shows the dramatic moments of an...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Jewelry store robbed after being burglarized in January; owners say they will close,,https://jewelerssecurity.org/jewelry-store-robbed-after-being-burglarized-in-january-owners-say-they-will-close/,"CHICAGO, IL – March 2, 2024 – A Northwest Side jewelry store was robbed Friday, Chicago police said. The crime...",Jewelers Security Alliance,"robbed,jewelry",True,True
Other,WANTED: Police searching for James Margulis accused of stealing from multiple Colorado jewelry stores,,https://jewelerssecurity.org/wanted-police-searching-for-james-margulis-accused-of-stealing-from-multiple-colorado-jewelry-stores/,,Jewelers Security Alliance,jewelry,True,True
Other,EGYPT- Man arrested for murder of jewelry store owner,,https://jewelerssecurity.org/egypt-man-arrested-for-murder-of-jewelry-store-owner/,,Jewelers Security Alliance,jewelry,True,True
Other,Suspect arrested in one armed robbery; also charged in similar case 100 miles away,,https://jewelerssecurity.org/suspect-arrested-in-one-armed-robbery-also-charged-in-similar-case-100-miles-away/,"Ocala, Florida – February 21, 2024 – Police have arrested a man who they say robbed a northeast Ocala jewelry...",Jewelers Security Alliance,"robbery,robbed,jewelry",True,True
Other,Police working to locate suspects accused of committing armed robbery at jewelry store,,https://jewelerssecurity.org/police-working-to-locate-suspects-accused-of-committing-armed-robbery-at-jewelry-store/,WANTED FOR ARMED ROBBERY,Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Armed robbery occurs at jewelry store in Northwest D.C., subjects wanted",,https://jewelerssecurity.org/armed-robbery-occurs-at-jewelry-store-in-northwest-d-c-subjects-wanted/,"WASHINGTON, D.C. – February 23, 2024 – Metropolitan Police are investigating an armed robbery that occurred at a well-known jewelry...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Police searching for man identified and accused of stealing from multiple Colorado jewelry stores,,https://jewelerssecurity.org/longwood-colorado-police-searching-for-man-identified-and-accused-of-stealing-from-multiple-colorado-jewelry-stores/,"Longmont, CO – February 25, 2024 – Police up and down the Front Range are looking for 56-year-old James Margulis....",Jewelers Security Alliance,jewelry,True,True
Other,Subject shot by store employee in attempted robbery.,,https://jewelerssecurity.org/subject-shot-by-store-employee-in-attempted-robbery/,,Jewelers Security Alliance,robbery,True,True
Other,"�Smash & Grab� Suspects Arrested in�Troy, Michigan",,https://jewelerssecurity.org/smash-grab-suspects-arrested-in-troy-michigan/,"Troy, Michigan – On February 3, 2024, the Troy, Michigan Police Department made six arrests recently of suspects involved in...",Jewelers Security Alliance,,False,False
Other,"Jeweler kidnapped after shooting, robbery at Gaston Co. jewelry store",,https://jewelerssecurity.org/jeweler-kidnapped-after-shooting-robbery-at-gaston-co-jewelry-store/,"GASTON COUNTY, N.C. – January 31, 2024 – A man was shot in the back during a robbery and kidnapping...",Jewelers Security Alliance,"robbery,jewelry,jeweler",True,True
Other,New York’s Diamond District Confronts Emerging Threat of Crypto Fraud,,https://jewelerssecurity.org/new-yorks-diamond-district-confronts-emerging-threat-of-crypto-fraud/,"New York, NY- Manhattan’s diamond district is a single chaotic block on West 47th Street, between 5th and 6th avenues....",Jewelers Security Alliance,diamond,True,False
Other,Missouri woman sentenced to 10 years for fatal Mississippi pawn shop robbery,,https://jewelerssecurity.org/missouri-woman-sentenced-to-10-years-for-fatal-mississippi-pawn-shop-robbery/,"JACKSON, MISSISSIPPI. – January 10, 2024 – A Missouri woman has been sentenced to serve a decade in prison for...",Jewelers Security Alliance,robbery,True,True
Other,"Trigger-happy crook charged in Brooklyn for six robberies, two carjackings: Feds",,https://jewelerssecurity.org/trigger-happy-crook-charged-in-brooklyn-for-six-robberies-two-carjackings-feds/,"New York, NY- December 20, 2023 – A trigger-happy robber was busted after a string of armed heists and carjackings...",Jewelers Security Alliance,"robber,robberies",True,False
Other,Police arrest 2 men in connection to jewelry store safe burglary,,https://jewelerssecurity.org/miami-dade-county-fla-police-arrest-2-men-in-connection-to-jewelry-store-safe-theft/,"MIAMI-DADE COUNTY, Fla. � Authorities didn�t take long to track down the assailants behind a high-priced heist at a Miami-Dade jewelry...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,Search underway for 2 men in Robeson County jewelry store robbery,,https://jewelerssecurity.org/search-underway-for-2-men-in-robeson-county-jewelry-store-robbery/,"Robeson County, NC – Police are looking for two men involved in an armed robbery that occurred on November 30,...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Jewelry store robbery suspect arrested,,https://jewelerssecurity.org/calexico-ca-jewelry-store-robbery-suspect-arrested/,"CALEXICO, Calif. (KYMA, KECY) – November 28, 2023 – A suspect tied to a jewelry store robbery in Calexico back...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Fort Wayne PD needs help identifying person of interest in jewelry store theft,,https://jewelerssecurity.org/fort-wayne-pd-needs-help-identifying-person-of-interest-in-jewelry-store-theft/,"Fort Wayne, IN – November 21, 2023 – The Fort Wayne Police Department is asking for the public�s help identifying...",Jewelers Security Alliance,"theft,jewelry",True,True
Other,"Two women wanted for theft of high-end watches in Boulder, CO",,https://jewelerssecurity.org/two-women-wanted-for-theft-of-high-end-watches-in-boulder-co/,"Boulder, Colorado – Boulder Police are attempting to identify two women who stole two high-end watches from a jewelry store...",Jewelers Security Alliance,"theft,stole,jewelry,watches",True,True
Other,Australian woman arrested after allegedly robbing Adelaide jewelry store using chili sauce,,https://jewelerssecurity.org/arrest-of-australian-woman-allegedly-robbing-adelaide-jewelry-store-using-chili-sauce/,"Adelaide, Australia – November 7, 2023 – A 42-year-old woman has been charged with aggravated robbery after she allegedly squirted...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,"Brooklyn, NY resident arrested after stealing from a jewelry trade show in New York City",,https://jewelerssecurity.org/brooklyn-resident-arrested-after-stealing-from-the-ja-new-york-jewelry-show-at-the-jacob-javits-center/,"New York, New York � On Tuesday, October 31, 2023, the Bureau of Criminal Investigation (BCI) at New York State...",Jewelers Security Alliance,jewelry,True,True
Other,Jeweler Shot in the face,,https://jewelerssecurity.org/jeweler-shot-in-the-face/,"Cruz Bay, U.S. Virgin Islands, – On May 18, 2023, shortly before 2:00 p.m., the owner of a jewelry store...",Jewelers Security Alliance,"jewelry,jeweler",True,True
Other,Wanted for gunpoint robbery,,https://jewelerssecurity.org/wanted-for-gunpoint-robbery-6/,"Chalmette, LA – On August 4, 2022, at approximately 6:12 p.m., a jewelry store experienced an armed robbery.",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Police Seek Help Identifying Smash & Grab Robbers,,https://jewelerssecurity.org/police-seek-help-identifying-two-armed-robbers/,"Charlotte, NC – On January 21, 2021, at approximately 8:00 p.m., two armed subjects entered a pawn shop. They then...",Jewelers Security Alliance,,False,True
Other,Armed robber wore surgical mask!,,https://jewelerssecurity.org/armed-robber-wore-surgical-mask/,"Greenwich, CT – On March 18, 2020, a subject wearing a surgical mask used a gun to smash a glass...",Jewelers Security Alliance,robber,True,False
Other,"Subjects allegedly stole $7,000 worth of jewelry",,https://jewelerssecurity.org/subjects-allegedly-stole-7000-worth-of-jewelry/,"New Roads, LA – On March 15, 2020, at approximately 4:45 p.m., a male and female subject were suspected of...",Jewelers Security Alliance,"stole,jewelry",True,True
Other,Robber faces attempted murder charge after crime spree,,https://jewelerssecurity.org/robber-faces-attempted-murder-charge-after-crime-spree/,"Lahaina, HI – On January 28, 2020, 44-year-old Phillip Shorvitz was arrested for second degree attempted murder, second-degree robbery, and...",Jewelers Security Alliance,"robbery,robber",True,False
Other,Gunman Ties-up employees during robbery,,https://jewelerssecurity.org/gunman-ties-up-employees-during-robbery/,"Moore, OK – On January 23, 2020, at approximately 6:15 p.m., a masked subject entered a jewelry store and forced...",Jewelers Security Alliance,"robbery,jewelry",True,True
Other,Thief’s father calls store after son’s theft!,,https://jewelerssecurity.org/thiefs-father-calls-store-after-sons-theft/,"Rochester, MI – On December 22, 2019, shortly after 5:00 p.m., two subjects stole a rare gem from a jewelry...",Jewelers Security Alliance,"theft,stole,jewelry",True,True
Other,Female Robber Sentenced to 10 Years in Prison,,https://jewelerssecurity.org/female-robber-sentenced-to-10-years-in-prison/,"Panama City, FL – On January 13, 2017, 25-year-old Abigail Kemp was sentenced to spend the next ten years of...",Jewelers Security Alliance,robber,True,False
Other,Distraction Theft,,https://jewelerssecurity.org/distraction-theft/,"Fort Smith, AK – On January 7, 2017 at approximately 12:30 p.m., a male and female couple entered a retail...",Jewelers Security Alliance,theft,True,True
Other,Sneak Thief,,https://jewelerssecurity.org/sneak-thief-2/,"GULFPORT, MS – On January 6, 2016 at approximately 2:55 p.m., a suspect inquired about bridal rings. He asked to...",Jewelers Security Alliance,,False,False
Other,$6 Million New Year’s Eve Burglary,,https://jewelerssecurity.org/6-million-new-years-eve-burglary/,"New York, NY – On December 31, 2016 three suspects committed a $6 million burglary of a jewelry store as...",Jewelers Security Alliance,"burglary,jewelry",True,True
Other,Fairfield Police Seek Woman In Jewelry Theft,,https://jewelerssecurity.org/fairfield-police-seek-woman-in-jewelry-theft/,,Jewelers Security Alliance,"theft,jewelry",True,True
Other,Grab and Run Fugitives,,https://jewelerssecurity.org/grab-and-run-fugitives/,,Jewelers Security Alliance,,False,False
